
Morado,2020-01-09,https://images.genius.com/cc7461c067b5a3c29aa961e742077c54.1000x1000x1.jpg,J Balvin,spotify:track:35KmOEIUqAGn02t7n4qaIr
Verde,2020-03-19,https://images.genius.com/cc7461c067b5a3c29aa961e742077c54.1000x1000x1.jpg,J Balvin,spotify:track:3HTbI3yUJQw3fP0Po8qLcD
Negro,2020-03-19,https://images.genius.com/cc7461c067b5a3c29aa961e742077c54.1000x1000x1.jpg,J Balvin,spotify:track:2hsA9YWuF3C9Gosi4dpjJN
Gris,2020-03-19,https://images.genius.com/cc7461c067b5a3c29aa961e742077c54.1000x1000x1.jpg,J Balvin,spotify:track:1syf62zw48zu4FrPwMtDHk
Arcoíris,2020-03-19,https://images.genius.com/cc7461c067b5a3c29aa961e742077c54.1000x1000x1.jpg,J Balvin,spotify:track:5zzbORcD0GwLY0wQHP1Xs1
Blanco,2019-11-15,https://images.genius.com/cc7461c067b5a3c29aa961e742077c54.1000x1000x1.jpg,J Balvin,spotify:track:5pXy29xzxR3aTB0SYRI590
bad guy,2019-03-29,https://images-na.ssl-images-amazon.com/images/I/41yZ9kFXtdL._SX342_QL70_ML2_.jpg,Billie Eilish,spotify:track:2Fxmhks0bxGSBdJ92vM42m
lovely,2018-04-18,https://m.media-amazon.com/images/I/61zeLH50ndL._SS500_.jpg,Khalid,spotify:track:0u2P5u6lvoDfwTYjAADbn4
Memories,2019-09-20,https://m.media-amazon.com/images/I/71nIIQmyG5L._SS500_.jpg,Maroon 5,spotify:track:2b8fOow8UzyDFAE27YhOZM
Señorita,2019-06-21,https://m.media-amazon.com/images/I/81DXI2TsT9L._SS500_.jpg,Shaw Mendes,spotify:track:6v3KW9xbzN5yKLt9YKDYA2
Doin' Time,2019-05-17,https://los40es00.epimg.net/los40/imagenes/2019/09/04/musica/1567608213_339064_1567608360_noticia_normal.jpg,Lana del Rey,spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX
Fuck it I love you,2019-05-17,https://los40es00.epimg.net/los40/imagenes/2019/09/04/musica/1567608213_339064_1567608360_noticia_normal.jpg,Lana del Rey,spotify:track:7MtVPRGtZl6rPjMfLoI3Lh
7 rings,2019-01-18,https://m.media-amazon.com/images/I/617wdh42hJL._SS500_.jpg,Ariana Grande,spotify:track:6ocbgoVGwYJhOv1GgI9NsF
Love On The Brain,2016-06-26,https://m.media-amazon.com/images/I/61i0VcUTxKL._SS500_.jpg,Rihanna,spotify:track:5oO3drDxtziYU2H1X23ZIp
Si Veo a Tu Mamá,2020-02-29,https://m.media-amazon.com/images/I/81RqzDbsNBL._SS500_.jpg,Bad Bunny,spotify:track:41wtwzCZkXwpnakmwJ239F
La Difícil,2020-02-29,https://m.media-amazon.com/images/I/81RqzDbsNBL._SS500_.jpg,Bad Bunny,spotify:track:6NfrH0ANGmgBXyxgV2PeXt
Pero Ya No,2020-02-29,https://m.media-amazon.com/images/I/81RqzDbsNBL._SS500_.jpg,Bad Bunny,spotify:track:75pQqzwgCjUOSSy5CpmAjy
La Santa,2020-02-29,https://m.media-amazon.com/images/I/81RqzDbsNBL._SS500_.jpg,Bad Bunny,spotify:track:69vlMrzHwATKzupwNcUPyK
Yo Perreo Sola,2020-02-29,https://m.media-amazon.com/images/I/81RqzDbsNBL._SS500_.jpg,Bad Bunny,spotify:track:0SqqAgdovOE24BzxIClpjw
Bichiyal,2020-02-29,https://m.media-amazon.com/images/I/81RqzDbsNBL._SS500_.jpg,Bad Bunny,spotify:track:4j4w4CXm6BSr0s25wAWrrX
Vete,2020-02-29,https://m.media-amazon.com/images/I/81RqzDbsNBL._SS500_.jpg,Bad Bunny,spotify:track:2n7ohqg1s68ToAHh4u9mcW
Ignorantes,2020-02-29,https://m.media-amazon.com/images/I/81RqzDbsNBL._SS500_.jpg,Bad Bunny,spotify:track:38RIEav39FGi86jppxO0du
Está Cabrón Ser Yo,2020-02-29,https://m.media-amazon.com/images/I/81RqzDbsNBL._SS500_.jpg,Bad Bunny,spotify:track:4saHEjXw7O1NXJOzBkUKKG
<3,2020-02-29,https://m.media-amazon.com/images/I/81RqzDbsNBL._SS500_.jpg,Bad Bunny,spotify:track:4MZSqgwlE71CWZ6qQ3gkKm
Fiebre,2016-11-06,https://m.media-amazon.com/images/I/81hvJ6S9GpL._SS500_.jpg,Bad Gyal,spotify:track:5xtxxuIqInrLDSfjA6Co3o
Santa María,2019-07-04,https://m.media-amazon.com/images/I/81Ln4A1vC3L._SS500_.jpg,Bad Gyal,spotify:track:4R0sTxCaskwCPbzkfXHfWg
No Te Preocupes por Mi,2019-03-22,https://cdn.smehost.net/leivawebes-esprod/wp-content/uploads/2019/02/Nuclear-Leiva-portada.png,Leiva,spotify:track:7hv7synVPhVu30Ex2amJQc
Como Si Fueras a Morir Mañana,2019-03-22,https://cdn.smehost.net/leivawebes-esprod/wp-content/uploads/2019/02/Nuclear-Leiva-portada.png,Leiva,spotify:track:4aAfLSx9IthpC3Pw5pNk3E
Superpoderes,2019-03-22,https://cdn.smehost.net/leivawebes-esprod/wp-content/uploads/2019/02/Nuclear-Leiva-portada.png,Leiva,spotify:track:3by1RwAsoZ6nNoMOCy11LM
